ID	Target	SENTENCE1	SENTENCE2	ANSWER	start_s1	end_s1	start_s2	end_s2
5108	졌	2000년 대선에서 민주당 앨 고어 후보가 비록 조지 W 부시 공화당 후보에게 졌지만 선전했던 것도 날씨가 좋았기 때문이라고 이 저널은 진단했다.	강정호의 대포로 승부를 연장으로 몰고 간 파이리츠는 연장 14회 끝에 2대3으로 졌다.	True	44	45	45	46
5109	보여	백현과 세훈은 “처음 노래와 안무를 접하고 제대로 된 결과물이 나올 거라 예감했다”며 “더욱 강력하고 완성도 높은 SM의 퍼포먼스를 보여줄 수 있어 기쁘다”고 말했다.	"안철수 의원은 ""당이 아직 신뢰를 회복하지 못했다는 것을 보여준 결과다. 더 강한 혁신이 필요하다""며 ""지금 이 상태로 총선 공천 작업만 한다면 (내년 총선에서) 결코 좋은 결과를 못 얻는다""고 했다."	True	74	76	32	34
5110	뛰	"MLS(미국프로축구리그) 밴쿠버 화이트캡스에서 뛰고 있는 축구 선수 이영표는 지난달 자기 트위터에 ""인구 12만명의 이곳 작은 마을에 있는 아마추어 대학 축구팀 시즌 티켓이 한국 돈으로 4만3천원이네요""라고 적었다."	프랑스 화장품 업체 씨슬리의 꽁상트레 에클라는 30mL들이 1개 제품의 수입원가는 10만 8173원이었으나 국내 판매 가격은 41만원까지 뛰었다.	False	26	27	77	78
5111	이르	이명박 대통령이 이르면 29일 임기 말 특별사면을 통해 측근 비리인사들을 풀어줄 방침인 것으로 전해졌다.	과거에는 지상파에서 방송한 드라마의 경우 이르면 3개월이 지나야 케이블에서 재방송했는데 최근에는 기간이 짧아졌다.	True	9	11	23	25
5112	맡	올해 처음 사외이사를 맡은 한 기업체 최고경영자는 “내 집무실로 직원이 찾아와 오리엔테이션을 받았다.	황문환 한국학중앙연구원 교수가 사전 편찬 총책임을 맡았으며 김주필 국민대 교수, 배영환 제주대 교수, 신성철 상명대 강사, 이래호 남부대 교수, 조정아 동국대 강사, 조항범 충북대 교수가 참여했다.	True	12	13	28	29
5113	차	연인에게 배신당한 노르마는 분노에 가득차 항전을 선언한다.	뇌물 사범은 안 걸리면 '대박'이지만 걸렸다 하면 '쪽박' 차기 십상이다.	False	21	22	33	34
5114	들	평소 목이 쉽게 쉬고 기침을 많이 하고 목 안에 무엇인가 들어 있는 느낌을 받는다면 이 질환에 걸렸는지 의심해야 한다.	올해 초 다시 조선소에 취업한 김씨는 첫 월급을 들고 요셉의원을 찾았다.	False	32	33	27	28
5115	들	김지현은 지난 4월 30일 KG·이데일리 레이디스 오픈에서 7시즌 125개 대회 만에 생애 첫 우승컵을 들었다.	바퀴벌레약에 들어 있는 '달콤한 미끼'를 피하기 위해서다.	False	58	59	7	8
5116	들	―지난해 촛불시위 강제 진압 등을 들어서 현 정부가 인권을 경시한다고 주장하는 측이 있는데.	특히 현대그룹뿐 아니라 인수·합병(M&A) 전문가들 사이에도 채권단이 영업기밀에 해당하는 대출 계약서를 제출하라고 요구하는 데 대해 관행에 맞지 않고 무리한 조처라는 의견이 많은 상황이어서, 법원이 현대그룹의 손을 들어줄 가능성도 배제할 수 없다.	False	19	20	120	121
5117	보여	폐막을 앞둔 2014 브라질 월드컵은 의리가 부정적으로 쓰일 때 어떤 일이 벌어지는지 잘 보여준다.	황 신부는 또 “인간들은 눈에 드러나는 기적에 대해서만 호기심을 보이기 마련이지만 예수께선 추종자들이 계속 기적을 보여달라고 했을 때 (기적으로 악을 처단하는 대신) 자신이 십자가를 지고 죽음으로써 자신을 내주는 사랑을 보여주었다”고 덧붙였다.	False	50	52	123	125
5118	묻	"서울시 관계자는 ""집에서 기르던 개·고양이·햄스터·새 따위가 죽으면 대부분 일반쓰레기로 처리하거나 묻고 있고, 돈 들고 번거롭다며 동물 장례시설을 많이 이용하지 않는 실정""이라며 ""시민 정서에 맞는 공공의 동물 장례 시설 마련이 시급하다""고 말했다."	재판장이 “다른 얘기 하지 말고 묻는 말에 답하라”고 지적하기도 했다.	False	55	56	18	19
5119	뜨	미군 AWACS 뜨자, 중국 J-10 전투기 두대 추격비행… 日 F-15도 긴급 발진	"그는 작년 말 ""세상을 뜨기 전에 전 재산을 사회에 환원하겠다""고 발표, 또다시 뜨거운 관심을 모으고 있다."	False	9	10	13	14
5120	보여	2004년 30억 원(4년)에 LG로 간 진필중은 3시즌 동안 3승 14패 15세이브에 그쳤고 처음으로 40억 원 시대(40억6000만 원·6년)를 연 롯데 정수근도 경기 외적인 문제로 숱한 구설에 오르며 두산 시절의 모습을 보여주지 못했다.	그러나 이런 감세 연장 합의는 “워싱턴 정계가 장기적으로 재정적자의 위기를 가속화시킬 세금 감면과 지출 확대의 사이클에 갇혀 있음을 보여준 것”이라고 <뉴욕 타임스>는 지적했다.	True	126	128	74	76
5121	들	도굴꾼에게 훼손된 탑을 수리하던 당시, 2층 옥개석을 들어올리다 지지하던 나무기둥이 부러져 바닥에 떨어진 옥개석의 서쪽 모서리가 부서졌다.	차별금지의 항목에 ‘성적 지향’이 들어있다는 이유로 동성애를 죄악시하는 보수 기독교 세력이 이를 극렬히 반대했기 때문이다.	False	30	31	19	20
5122	뛰	"강 감독은 ""호영이가 버텨줘야 한다""며 ""오늘은 40분 뛰는 것을 각오해야 한다""고 했다."	불과 몇 달 전까지만 해도 살아있는 생선처럼 팔딱팔딱 뛰었다.	False	31	32	30	31
5123	쓴	“노래의 힘으로 고통스러웠던 연대를 헤쳐 나올 수 있었”다는 작가가 ‘노래에 감사드리며’ 오마주처럼 쓴 소설이다.	검정 교과서 중에는 비슷하게 서술한 경우도 있지만 “소련은 인민위원회에 권한을 넘겨주고 배후에서 북한을 관리했다”고 쓴 교과서도 있다.	True	56	57	65	66
5124	골라	요금제를 잘못 골라 이용량보다 많은 요금을 내는 경우 소비가 합리적이지 못하다는 이유로 신용등급에 악영향을 받을 수 있기 때문이다.	회사 관계자는 “이 상품에 투자하면 고객이 투자 상품을 골라 직접 매수해야 하는 번거로움을 덜 수 있다”고 강조했다.	True	8	10	31	33
5125	타	그녀는 기자와 만나기 직전 도미니카 국경 도시 히마니에서 고속버스를 타고 아이티로 들어가다 사고를 당했다.	국회 지식경제위원들은 이날 상임위 일정과 별도로 입법에 필요한 현장 조사를 하기 위해 버스를 타고 달려 왔다.	True	38	39	52	53
5126	따라	이에 따라 김관진 실장과 주철기 수석에게도 별다른 책임을 묻지 않을 것으로 전해졌다.	"특히 민주당 지지자는 87%가 트럼프의 북한 대처 능력을 ""신뢰하지 않는다""고 답한 반면, 공화당 지지자는 19%만이 불신한다는 입장을 보여 지지 정당에 따라 견해가 크게 엇갈리는 것으로 나타났다."	True	3	5	86	88
5127	들	팔을 위로 들면 유방 안에 있는 근육이 당겨지면서 멍울을 피부쪽으로 밀어내 손에 더 잘 잡힌다.	실리콘밸리 커뮤니티 파운데이션의 마이클 스캘라 개발담당 부사장은 “올 들어 3억6000만 달러의 기부금을 받았으며 이는 역대 최고의 기부 실적이다. 내년에는 더 많아질 것 같다”고 말했다.	False	6	7	39	40
5128	쉬	"피아노를 칠 수 있게 쉬는 시간을 늘려주세요."" 도서관 뒤쪽에 앉은 학부모들이 까르르 웃었다."	"그는 ""일본은 다다미 방을 관광 상품으로 내세우는데, 우린 온돌방에 침대가 없다고 외국인 손님 준비가 소홀하다는 비판을 받는다""며 한숨을 쉬었다."	False	12	13	77	78
5129	보인	수리‘나’형과 외국어가 쉬웠던 만큼 인문계 상위권은 언어와 사회탐구 영역이 변수로 작용할 것으로 보인다.	검찰총장을 거치지 않고 개별 사건에 대해 구속·불구속 지시 같은 수사 지휘를 하는 것은 위법 행위이기 때문에 이 장관이 부당한 수사 지휘를 했다는 논란이 일 것으로 보인다.	True	54	56	92	94
5130	썼	윤 회장은 A4 용지 2장 분량의 진정서를 직접 썼다고 한다.	재즈 문법이 앨범 전반을 흐르고 있고 심지어 어떤 파트엔 오보에나 클라리넷을 썼더라면 더 좋았을 것 같기도 하다.	False	27	28	43	44
5131	달	평양 주재 루마니아대사관은 1968년 3월 17일 본국으로 보낸 극비 전문에서 “2월 모스크바를 방문했던 김창봉 북한 인민무력부장은 브레즈네프에게 ‘한반도에 전쟁이 발발하면 북한을 방어하기 위해 소련이 즉각 개입하겠다는 확답을 달라’고 요청했다”고 보고했다.	"사회복지공동모금회가 ""연말에 기부 활동을 알리는 일에 도움을 달라""고 제안하자 윤아가 선뜻 재능 기부에 나선 것이다."	True	127	128	34	35
5132	따르	집회 및 시위에 관한 법률에 따르면 경찰은 '공공 안녕·질서에 위협을 끼칠 것이 명백한 경우'엔 집회 금지 통고(通告)를 할 수 있다.	경제협력개발기구(OECD)의 2015년 보고서에 따르면 한국의 ‘창업기업 3년 생존율’은 스웨덴(75%), 영국(59%), 프랑스(54%), 독일(52%) 등에 뒤처졌고 조사 대상 26개국 중 25위에 불과했다.	True	16	18	27	29
5133	보여	차량 충돌과 헬기 추락으로 3명의 사망자를 낸 이번 사건은 150여년 전 남북전쟁의 상흔과 백인민족주의가 결합하면서 ‘역사 전쟁’이 격화되는 미국의 현실을 보여준다.	서울도시철도 노조는 지난 4월 대의원대회에서 노조 규약 가운데 ‘민주노총’이라고 명시된 상급단체 조항을 삭제하는 등 민주노총 이탈 움직임을 보여왔다.	True	87	89	78	80
5134	보인	그러나 이후 미국 내 여론이 나빠지고 미국 의회도 그의 증인 출석을 정식으로 요청하자 태도를 바꾼 것으로 보인다.	일본군 위안부 문제와 독도문제 등 민감한 이슈도 다뤄질 것으로 보인다.	True	59	61	35	37
5135	쓰	혼다 의원은 기자의 취재용 소형 녹음기가 일본 기업(소니) 제품인 것을 보고 “왜 한국 제품을 안 쓰느냐”고 지적할 만큼 한국에 대한 애정이 각별했다.	정선군청 수질환경사업소 상수도 담당 김홍섭 주무관은 “예전엔 수돗물 40을 쓰려면 광동댐에서 100을 뽑아 와야 했는데, 이젠 새나가는 물을 다 잡아서 쓰니까 필요한 만큼만 받아 오면 된다”며 “가뭄이 몇 달 더 가도 수돗물 공급에는 문제가 없을 것”이라고 말했다.	True	55	56	42	43
5136	치	좁은 골목길에 사람들 줄 세워놓고 윗머리치기, 중간머리치기, 숱치기, 마무리치기를 할 때마다 각각 가위랑 빗을 따로 꺼내 느릿느릿 돈을 벌었는데, 나중에 계산해보니 1억원이 넘더라고 했다.	여수서 원장이 몰던 통학차… 후진하다 두살배기 치어 ‘세림이법’ 시행뒤 6번째 사망	False	22	23	26	27
5137	쓰	“작가회의는 정부가 해야 할 공적인 문화예술 활동을 대신 해 주는 것이며 문화예술위는 그에 쓰이는 국민 세금을 전달하는 것인 만큼 ‘지원’ 용어를 쓰는 것은 적절하지 않다.	김 경장은 A 씨가 얼굴에 두른 물수건을 뺏어 쓰고 다시 건물 안으로 들어갔다.	True	82	83	26	27
5138	따르	26일 부동산뱅크에 따르면 지난해 12월 말 서울지역 재건축 아파트의 3.3m²당 평균 매매가격은 2901만 원으로 일반 아파트(1573만 원)보다 1328만 원 높았다.	23일 임 교수팀에 따르면 암 사망률 자체는 폐암과 간암, 위암 등에서 여전히 높지만, 지난 30년간 추이를 보면 남성은 전립선암, 여성은 췌장암에서 사망률 증가폭이 가장 컸다.	True	11	13	11	13
5139	이르	올림픽이 열린 1988년 말에야 10만대를 넘어섰고, 1997년 1500만대에 이르며 삐삐 시대는 전성기를 맞았다.	폴크스바겐그룹 계열사인 아우디까지 공인 연비 79.9㎞/ℓ에 이르는 차(A3 E-트론)를 내놓은 것을 보면, 폴크스바겐그룹이 고급차 시장까지도 최소한 연비 영역에선 경쟁사를 짓누르는 듯한 모습이다.	True	44	46	34	36
5140	맡	만약 인간에게 냄새를 맡는 후각의 기능이 없다면 과거를 추억할 때, 그때 그곳으로 온전하게 돌아갈 수 있을까?	검찰은 JWT 관계자에게서 “방 전 사장이 KGC인삼공사 영업 및 마케팅 분야에서 임원을 맡고 있던 시기에 광고 홍보 계약을 맺는 과정에서 광고 수주나 계약 유지를 위해 금품을 건넸다”는 취지의 진술을 받아냈다.	False	12	13	50	51
5141	보인	대신 여러 차례 이겨본 적이 있는 딩닝(1위)과 격돌하게 돼 결승행 가능성도 있어 보인다.	"이 대통령을 오래 모셔온 청와대 핵심관계자는 ""이 대통령은 민간기업 때부터 '인정(人情)'에 약했다. 그러나 도저히 안 되겠다 싶을 때는 미리 충분히 경고를 하고 그래도 먹히지 않으면 책임을 물었다""면서 ""이제부터는 잘못을 저지른 장관이나 수석에게 바로 책임을 묻는 일이 생길 것으로 보인다""고 말했다."	True	46	48	159	161
5142	보인	6월에 삼성전자가 QHD 디스플레이를 탑재한 갤럭시S5 신규 모델을 출시할 것으로 알려지자 이보다 앞서 G3를 출시해 QHD 스마트폰 시장을 선점하겠다는 전략으로 보인다.	천 후보자의 사퇴는 국회의 검찰총장 인사청문회가 치러진 지 하룻만에 이뤄진 것으로, 자녀 교육을 위한 위장전입과 증여세 탈루, 자금 출처가 블분명한 강남 고가 아파트 구매 등의 의혹에 대한 비판이 확산된 데 따른 것으로 보인다.	True	91	93	123	125
5143	들	예를 들어 사용자가 'History of Renaissance(르네상스의 역사)'라는 검색어를 실시간 검색 서비스에 입력하면 블로그나 인터넷상에 올려진 문서 파일에서 결과를 찾는 게 적절하다.	흉년이 들면 조개가 많이 나고, 풍년이 들면 적게 났다.	False	3	4	4	5
5144	묻	서울형 학생 행복지수는 ‘학교생활 만족도’와 ‘가정생활 만족도’, ‘자신에 대한 만족도’와 ‘전반적인 행복 정도’를 묻는 문항에 대해 1점(전혀 그렇지 않다)~5점(매우 그렇다) 등 5개 척도로 설문한 결과를 통해 산출된다.	여수해양경비안전서 돌산안전센터의 구조대원인 최은진(28) 순경은 10일 물에 빠진 청년을 구한 소감을 묻자 “죽을 줄 알았던 청년이 살아나 천만다행이다.	True	65	66	57	58
5145	맞	한화는 두번째 투수 허유강이 세 타자 연속 몸맞는 공을 기록하는 등 몸맞는 공만 5개를 내줬다.	시대와 주제에 맞게 작품들이 일관성을 유지했다는 것이 특징.	False	39	40	8	9
5146	말	"""아빠는 먹는 시간, 잠자는 시간 말고는 거의 컴퓨터 앞에 앉아 게임만 했어요."	이를 통해 컴퓨터 말고도 재미있는 여가활동이 얼마든지 있다는 것을 아이가 느낄 수 있도록 한다.	True	19	20	10	11
5147	물리	반면, 야당은 새누리당의 이런 증인 채택 요구가 총선을 앞두고 포털에 정치적 재갈을 물리려는 시도라는 점을 부각하는 데 주력하고 있다.	현재 지카 바이러스를 퇴치하는 유일한 방법은 모기가 서식하는 고인물을 깨끗이 처리하고, 모기에 물리지 않도록 주의하는 것이다.	False	47	49	53	55
5148	잠겨	현대자동차 울산2공장은 생산라인 일부가 물에 잠겨 이틀째 가동을 멈췄다.	용산도서관 맞은편 남산도서관 옥상공원은 입구 철문이 잠겨 있다.	False	25	27	29	31
5149	취해	진 과장이 지난 5월27~28일 검찰의 재수사를 받을 때 작성된 진술조서를 보면, 진 과장은 “이영호가 술에 좀 취해 있었는데 문쪽으로 오면서 안아보자고 했고, 반말로 말하면서 제 몸에 손도 못 대게 했습니다”라고 진술했다.	삼성모바일디스플레이는 이날 임직원 일동 명의로 ‘우리의 입장’ 자료를 내어 “세계 유기발광다이오드 시장의 97%를 석권하고 있는 삼성이 이번 기술 유출로 시장의 3분의 1을 잠식당한다고 추정하면 피해 규모는 5년간 최소 30조원에 이를 것으로 예상된다”며 “엘지는 범죄 사실을 인정하고 최고경영진의 사과와 부당 스카우트한 인력에 대한 퇴사 조치 등을 취해달라”고 촉구했다.	False	63	65	196	198
5150	쓰	또 억지로 외모에 신경 쓰지 못하도록 강요하는 것도 바람직하지 않다.	하지만 위안과 증권시장 안정을 위해 안간힘을 쓰고 있는 중국 당국으로선 소로스의 이런 발언들이 금융시장을 불안하게 할 것으로 판단한 것으로 보인다.	True	13	14	25	26
5151	맞	"특히 박 대통령 측은 ""태반 주사 등은 일종의 영양 주사인데 대통령이 마치 미용 주사를 맞은 것처럼 오해를 받았다""고 하고 있다."	내년 한-일 국교정상화 50돌을 맞아 한-일 양국의 우호와 협력을 강화하기 위해 일본 시민들이 모여 만든 ‘한·일 유대회복 캠페인’(이하 캠페인)의 야노 히데키 사무국장이 입을 열었다.	False	49	50	18	19
5152	맞	이후 취득세 영구 인하, 신용카드 소득공제율 조정, 종교인 과세 등 적용 대상이 많아 민감한 세금 이슈에 대해 설익은 개편안을 내놓았다가 여론의 역풍을 맞는 일이 잇따랐다.	장기적으로는 베트남이 성장 한계를 맞은 국내 시장을 대체하는 미래 시장을 개척하기 위한 글로벌 사업의 전초기지 역할을 할 것으로 기대하고 있다.	True	85	86	19	20
5153	이르	한편, 지난 5일 현재 햇살론 대출 실적은 738억9000억원(9123건)에 이르고 있다.	왕의 나른한 졸음, 비가 쏟아지는 엔딩 등 몇몇 장면에서는 좋은 그림을 보여줬지만 현실과 환상이 뒤섞이는 혼돈을 시각화하는 데까지는 이르지 못했다.	True	43	45	74	76
5154	따르	뉴욕타임스에 따르면 올해 뉴욕 사립학교 재학생 중 소수민족이 3분의 1에 이른다.	28일 국립수산과학원 등에 따르면 올해 적조는 예년에 비해 전남은 50일 정도 이른 지난달 26일 고흥군 내나로도 동부해역에서 처음 나타났다.	True	7	9	15	17
5155	맞	지군과 검찰 양쪽 모두 항소해 열린 재판에서 쟁점은 ‘7번 아이언(골프채)으로 밤새도록 200대를 맞았다’는 지군 진술의 신빙성이었다.	“임기 반환점을 맞는 3년차에 접어들면 쏟아놓은 공약과 국정과제에서 성과를 내야 한다는 압박감을 느낀다.	False	55	56	9	10
5156	깨	대법원 3부(주심 김신 대법관)는 병원에서 우연히 만난 여중생을 수차례 성폭행하고 가출을 유도한 혐의 등으로 구속 기소된 연예기획사 대표 조모 씨(45)에게 징역 9년을 선고한 2심을 깨고 사건을 서울고법으로 돌려보냈다고 24일 밝혔다.	하지만 이를 ‘광부 난동사건’으로 규정한 계엄사령부 산하 합동수사단은 4·24 합의를 깨고 불법 연행과 무자비한 고문 수사 끝에 31명을 구속 기소했다.	True	103	104	48	49
5157	맞	1987년 6·10 민주화 항쟁 30년을 맞는 2017년에 ‘촛불혁명’에 의한 정권 교체가 일어났다.	광복 70주년을 맞아 임정 청사 재개관식 자체가 의미 있는 행사인 데다 방중의 또 다른 명분도 될 수 있기 때문이다.	True	23	24	9	10
5158	들	영국 정치인들은 일자리 창출 등의 효과를 들어 세계 최대의 조력 발전계획 추진을 지지하고 있다.	소화가 잘되고 체내 흡수율이 높은 식물성 필수아미노산으로는 대두(콩)를 들 수 있다.	True	23	24	40	41
5159	달려	옷걸이가 안에 달려 주름 없이 옷을 보관할 수 있게 한 가방이다.	1992년 여든이 넘은 나이로 파리에서 러시아 모스크바까지 자전거 완주에 성공했고 2012년엔 1시간에 24.25㎞를 달려 100세 이상 사이클 신기록을 세웠다.	False	8	10	66	68
5160	맞	(김억, ‘조선심을 배경삼아: 시단의 신년을 맞으며’ )	김씨는 법정에서 “여기저기서 자료를 긁어모은 뒤 내게 쓴 메일로 보낸 건 맞다”고 인정했다.	False	25	26	41	42
5161	맡	2006년부터 쿠싱아카데미 교장을 맡고 있는 그는 한국의 재학생, 학부모, 그리고 동창 등을 만나고 19일 돌아갔다.	당시 변호를 맡았던 문재인 후보는 공산주의자이고, 대통령이 되면 우리나라가 적화되는 건 시간문제라고 확신하고 있었다”고 발언한 동영상이 지난달 최민희 새정치민주연합 의원에 의해 공개된 바 있다.	True	19	20	7	8
5162	맞	식물처럼 “비바람을 맞은 뒤에라야 짙은 향기를 내뿜는” ‘나의 삶’을 긍정하면서 “파랑도 파랑이 아니었으면 할 때가 있었으리라.”	이에 대해 새마을금고중앙회 관계자는 “신 회장이 4월 중순 국세청으로부터 자료 요청을 받아 제출한 것은 맞지만, 사채와 연관돼서 수십억원을 불법 탈루하는 등 부당한 행위를 했다는 의혹은 전면 부인하고 있다”고 말했다.	False	11	12	58	59
5163	보이	이와 함께 톱11 중 한 사람이었던 미국인 크리스도 건강상 이유를 들어 11일 결선 생방송에 모습을 보이지 않은 데 이어 합동 콘서트에도 불참할 뜻을 밝혔다.	‘성관계를 하지 않아도 잘 통한다’ 혹은 ‘정신적으로 교감을 나누고 있다’는 식으로 대답하는 부부들에 대해 전문가 상당수는 “그런 사람들은 실제 보이지 않는 ‘불씨’를 안고 사는 경우가 많다”고 지적한다.	False	56	58	81	83
5164	맞	미얀마의 길은 어쩌면 그의 이런 스타일에 꼭 맞는 사례일지 모른다.	지주회사는 모(母)회사가 상장 자(子)회사 지분을 최소 20% 보유해야 하기 때문에 대주주 의결권 제한의 직격탄을 맞을 수밖에 없다.	False	25	26	64	65
5165	보여	10월 말 영화 포스터가 공개된 뒤 누리꾼들은 “건국 이래 최대 게이트는 이미 터졌는데 뭘 더 보여줄 거냐” “뉴스 나오는 안방이 영화관이다”라는 반응을 보여 해당 영화 관계자들의 간담을 서늘케 했다는 후문이다.	"""교수 방에 사무실을 차리고 직원까지 있으니 사실 불편하고 눈치도 보여요."	False	53	55	37	39
5166	묻	관을 묻는 지점 아래가 구덩이 형태로 움푹 꺼진 암석층이 있고, 그 구덩이는 풍화가 잘된 고운 흙층이 자리 잡고 있었다는 점이다.	"최근작 '지알로'(2008)에서 에이드리언 브로디를 캐스팅한 계기를 묻자 그는 ""레이 리오타가 LA에서 음주운전을 하다가 걸려 여행을 할 수 없게 됐다""며 ""그러나 에이드리언을 선택한 것에 만족한다""고 했다."	False	3	4	38	39
5167	맞	각국이 해저 광물자원 개발에 나설 수 있는 것은 해저탐사 기술과 해양지리학이 급속한 발전을 맞았기 때문이다.	이처럼 생닭이 인기를 누리고 있는 이유는 올해 본격적인 더위가 다른 해보다 일찍 찾아오면서 삼계탕 등 보양식 상품들이 5월부터 성수기를 맞고 있기 때문이다.	True	51	52	76	77
5168	안겨	초콜릿을 건네는 여자에게 답례로 꽃을 안겨주는 건 어떨까.	SK도 투수 윤희상에게 팀 내 최고인 188.9%의 인상률을 안겨줬다.	True	21	23	34	36
5169	맞	프랑스 일간지 <레키프>는 28일(한국시각) “앙리가 미국 프로축구 휴식기를 맞아 옛 소속팀인 아스널에서 훈련을 하고 있다”고 전했다.	기상청 Y과장은 이 장비가 조달청 규격에 맞는 등 문제가 없는 제품인데도 '성능이 부족하고 우리가 요구하는 규격에도 맞지 않는다'며 장비 인수를 거부하고 방치한 혐의를 받고 있다.	False	43	44	23	24
5170	묻	당시 저자가 백 외무상에게 “왜 한마디 언급도 하지 않고 발사했느냐”고 불만스럽게 묻자 백 외무상이 발끈했다고 한다.	바람직한 미래상을 묻는 질문에는 ▲첨단과학도시(39.6%) ▲녹색 환경 도시(15.7%) ▲경제도시(14.6%) 등의 순으로 응답했다.	True	46	47	10	11
5171	맞	작전 과정에서 다른 곳에 맞고 튀었거나 유탄이었을 가능성이 나온다.	"지오시스템 강동호 사장은 ""GIS라는 흔치 않은 분야에, 고도의 전문성(컴퓨터 프로그래밍 능력)까지 요구되는 직종인데, 중소기업에 대한 (고급 두뇌 인력들의) 기피 현상 때문에 딱 맞는 인재를 구하기가 쉽지 않았다""고 말했다."	False	14	15	101	102
5172	달	‘확장하는 PD와의 대화’는 학술서라는 문패를 달았지만 일반 독자도 흥미롭게 볼 수 있는 책이다.	2000년 5월 유고와의 친선경기에서 처음으로 태극마크를 달고 국가대표팀 경기에 출전한 이후 통산 60경기에 나와 2골을 넣었다.	True	26	27	32	33
5173	뛰	그래서 트리즈는 10m를 징검다리처럼 쪼개서 여러 번 뛰어 도달하도록 도와줍니다.	메시가 월드컵과 국가대표팀에서 잇달아 부진하자 아르헨티나 축구 팬들은 “메시는 국가대표팀에만 들어서면 프로무대에서만큼 열성적으로 뛰지 않는다”며 비난했다.	False	30	31	72	73
5174	차	“우리가 사는 세상은 모두 누군가를 좋아하는 사람들의 이야기로 가득 차 있어요.	최근 새로 단장한 국립현대미술관 덕수궁미술관이 첫 전시로 야심차게 마련한 ‘향-이인성 탄생 100주년 기념전시회’는 이 접하기 힘들었던 작가를 12년 만에 제대로 만나볼 수 있는 기회다.	True	38	39	34	35
5175	보여	러시아는 공식적으로 시리아 내전 4년 반 내내 아사드 정권을 지지하며 아사드의 퇴진은 불가하다는 입장을 보여왔다.	재판부는 “‘아버지’ 발언이 진실이라고 단정할 증거는 없지만 악의적인 공격은 아니라고 보여 위법성이 조각된다”고 설명했다.	False	58	60	48	50
5176	타	"""타다 남은 숯을 사용한 '아르테 포베라', 일명 거지 미술인 셈인데도 좋아해주시는 분 많아서 감사하죠."	외견상으론 개방의 물결을 타고 있지만 오랜 사회주의 전통은 사회 곳곳에 짙게 배어 있었다.	False	1	2	14	15
5177	들	"베이징 외교가의 한 관계자는 5일 ""탈북자들이 휴대용 하드디스크를 들고 건물 밖으로 나간 뒤 영사부에 전화를 걸어 한국으로 빨리 보내줄 것 등을 요구한 것으로 알고 있다""고 말했다."	또 세계적인 모델 랭킹 사이트인 ‘모델스닷컴’에서 한국인 최초로 50위권에 들었다.	False	37	38	42	43
5178	보인	정 대표가 신중론으로 돌아선 것은 섣부른 대북 강경론이 지방선거에 ‘북풍’을 이용하려 한다는 역풍으로 번질 것을 우려했기 때문으로 보인다.	민주당 김부겸 의원도 13일 개헌 관련 기자회견을 열 예정이어서 ‘제3지대 확장’에 공감하는 이들이 결합하면 파급력이 작지 않을 것으로 보인다.	True	73	75	76	78
5179	들	이명박 정부 들어 김 후보자는 경제 관료로서 꽃을 피웠다.	지난해 말 지엠 본사가 유럽에서 쉐보레 브랜드 철수를 결정하면서 유럽 수출 물량을 대부분 담당해온 한국지엠의 수출량은 올들어 지난해보다 20% 이상 급감했다.	True	7	8	67	68
5180	들	■ 우금치에서 외친 새 세상 ‘들풀2’ “검은 강물 햇살에 잠겨 억눌림의 설움이 받쳐/척양척왜 기치가 높이 솟았다 개벽고 울리며/주린 배를 움켜잡고서 죽창 들고 일어선 그날/태평곡 격앙가를 볼 것이다 농민들의 아우성이다.”	"최나연은 ""이번 대회 준비를 충분히 했고 샷이 아주 좋아져 자신감이 충만하다""며 ""최근 들어 세계 1위 자리에 너무 신경을 쓰다가 코스에서 집중력을 잃어버리는 것이 고민""이라고 했다."	False	87	88	49	50
5181	들	오래전부터 린스를 쓰지 않고, 쌀뜨물을 받아뒀다가 설거지할 때 사용하고, 종이컵 대신 텀블러를 들고 다닌다.	올해 들어 책과 꽃 판매는 계속 줄고, 담뱃값 인상으로 편의점 매출은 고공행진을 하고 있는 것으로 나타났다.	False	53	54	3	4
5182	묻	"두 사람의 사적인 관계를 묻는 질문에 우즈는 ""재미있는 일이 많았다""고만 답했다."	[지방부채 100兆 시대, 나라 살림까지 흔든다] (2) 묻지마식 대형 개발 사업	True	14	15	32	33
5183	들	이에 따라 시는 재결서를 받은 뒤 건축 허가를 내주거나 다른 사유를 들어 반려해야 한다.	"이미 넉 달 전에 소비자단체가 ""피프로닐 등 살충제가 들어 있는 계란이 시중에 유통 중이니 빨리 조처해달라""고 식품 당국에 알린 것으로 밝혀졌다."	False	38	39	30	31
5184	지	배상 책임도 보잉사보다 아시아나항공이 더 많이 지게 될 것으로 보인다.	특히, 기지 이전 반대파인 오나가 다케시 오키나와현 지사는 “우리가 지면 (일본 정부는) 헤노코 이전을 반대하는 민의가 사라졌다고 선전할 것”이라며 선거 결과에 따라 반대 운동이 큰 타격을 받을 가능성을 우려한 바 있다.	False	26	27	38	39
5185	들	스케치북을 들고 있을 때와 안 들고 있을 때 세상을 바라보는 자세부터가 달라집니다.	우리 음악으로 사람들을 행복하게 해줄 수 있구나 하는 생각이 들면서 나도 모르게 눈물이 흘렀어요.”	False	17	18	34	35
