source	acceptability_label	source_annotation	sentence
T05936	0	*	영희는 철수가 읽기 전에 무슨 책을 읽었니?
T05937	1		이 학교가 교장 선생님이 돌아가셨다.
T05937	0	*	이 학교가 나무가 죽었다.
T05938	1		아무도 오지 마.
T05938	0	?*	아무라도 오지 마.
T05939	1		철수가 하이트 맥주를 사서 마셨다.
T05939	0	*	철수가 하이트 맥주를 샀서 마셨다.
T05940	1		책을 철수가 동생에게 보낸다.
T05940	0	*	동생이 철수가 책을 보낸다.
T05941	1		아버지가 가시고 어머니가 오셨다.
T05941	0	*	아버지가 가고 어머니가 오셨다. 
T05943	1		영희가 예쁘지 않지 않다.
T05943	0	*	영희가 예쁘지 안 않다.
T05944	1		점심은 고사하고 아침이라도 먹었는지 의심스럽다.
T05944	0	*	점심은 고사하고 아침도 먹었는지 의심스럽다.
T05946	1		영수의 약혼자가 죽었다.
T05946	0	?	영수가 약혼자가 죽었다.
T05947	1		철수는 캔을 납작하게 눌렀다.
T05948	1		그는 TV를 고장 날 때까지 보았다.
T05948	0	*	그는 TV를 고장 나게 보았다. 
T05949	1		철수가 그 일을 했다.
T05949	0	?	그 일이 철수에 의해 되었다.
T05950	0	*	어머니가 윤아를 책을 읽으셨다고 믿었다.
T05951	1		너는 민수가 언제 쓴 소설을 읽었니?
T05951	0	?*	너는 민수가 왜 쓴 소설을 읽었니?
T05952	0	*	네가 알아내던 비밀을 말하여라.
T05953	1		철수가 영희에게 돈 주었다.
T05953	0	*	철수 영희에게 돈을 주었다.
T05954	1		영희가 침착하다.
T05954	0	*	영희가 침착한다.
T05956	1		그가 영희에게 자기의 선생을 소개했다.
T05956	0	*	자기의 선생이 영희에게 그를 소개했다. 
T05957	1		민수가 순이를 자기의 방에서 만났다.
T05957	0	*	민수가 순이를 자기의 책에서 칭찬하였다.
T05958	1		나는 배신당한 기분이야.
T05958	0	*	나는 배신당한 그의 기분이야.
T05960	1		나는 고기를 먹고 싶어요.
T05960	0	*	철수는 고기를 먹고 싶어요.
T05961	1		강도가 사람을 밀어 넘어뜨렸다.
T05961	0	*	강도가 사람을 밀어 넘었다.
T05962	1		민호는 날이 새게 놀았다.
T05962	0	*	민호는 날이 샐 때까지 놀았다.
T05963	1		철수가 밥을 먹고 영희가 물을 마셨다.
T05963	0	*	철수가 고기를 씹어 영희가 고기를 먹었다.
T05964	0	*	다리를 다치던 아이가 울고 있다.
T05965	1		폭탄이 순이에 의해 폭발되었다.
T05965	0	*	폭탄이 순이에 의해 폭발하였다.
T05966	1		영희가 철수한테 손을 붙잡혔다.
T05966	0	*	손이 철수한테 영희를 붙잡혔다.
T05967	1		고양이는 눈이 파라면, 똑똑하다.
T05967	0	*	고양이는 눈이 파랗다면, 똑똑하다.
T05968	1		판사는 즉석에서 피고가 무죄라고 선고하였다.
T05969	1		철수는 사과를 잘 먹지 않았다.
T05969	0	*	철수는 사과를 먹지 잘 않았다.
T05972	1		철수는 그 책을 읽어 보았다.
T05972	0	*	철수는 그 책을 읽었어 보았다.
T05974	0	*	철수가 영희를 사과를 먹었다.
T05975	0	*	가지를 철수가 나무를 잘랐다.
T05977	1		철수만 오지 않았어. 영희도 왔어.
T05978	1		철수는 사과를 안 먹는다.
T05978	0	*	철수는 안 사과를 먹는다.
T05982	1		철수의 가방이 무겁다.
T05982	0	??	철수가 가방이 무겁다.
T05984	1		철수가 영희와 학교에서 그리고 지훈이 윤아와 집에서 만났다.
T05984	0	*	철수가 영희 학교에서 그리고 지훈이가 윤아와 집에서 만났다.
T05985	1		철수가 변함없이 건강은 하다.
T05985	0	*	철수가 변함없는 건강을 하다.
T05986	1		하나도 안 이상하다.
T05986	0	*	하나도 이상 안 하다.
T05987	1		미국을 콜럼버스가 발견을 하였다.
T05987	0	*	발견을 콜럼버스가 미국을 하였다.
T05988	1		철수는 영희에게 떠나자고 제안했다.
T05988	0	*	철수는 영희에게 떠나고자 제안했다.
T05989	1		나는 민수를 아버지가 선생님이셨다고 생각한다.
T05990	1		그 사람들 잘들 먹었다.
T05990	0	*	그 사람들 못들 갔다.
T05991	1		민수가 이 반에서 가장 똑똑한 학생이다.
T05991	0	*	민수가 이 반에서 그 가장 똑똑한 학생이다.
T05992	1		선생님에게 돈이 필요하시다.
T05992	0	*	아이에게 아버지가 필요하시다.
T05993	1		철수가 영희를 얼굴을 때렸다.
T05993	0	*	철수가 얼굴을 영희를 때렸다. 
T05995	0	*	왜 요리한 고기가 맛있니?
T05996	1		김 사장이 그를 폭행을 하였다.
T05996	0	*	김 사장님이 그를 폭행을 하셨다.
T05997	1		철수가 할머니께도 팔에 주사를 놓았다.
T05997	0	*	철수가 할머니께 팔에 주사를 놓았다.
T05999	1		동현이가 윤아에게만 반지를 주었다.
T05999	0	*	동현이가 윤아만에게 반지를 주었다.
T06000	1		학생 한 명이 꽃에 물을 준다.
T06000	0	?	학생 한 명 꽃에 물을 준다.
T06001	1		순이는 집에 가 버렸다.
T06001	0	*	순이는 집에 갔어 버렸다.
T06002	1		철수가 영희의 다리를 보았다.
T06002	0	?	철수가 영희를 다리를 보았다.
T06003	1		개는 귀한 품종이면, 비싸다.
T06003	0	*	개는 귀한 품종이라면, 비싸다.
T06007	1		철수와 영희가 다투었다.
T06007	0	*	철수와 영희가 다퉈졌다.
T06008	0	*	비를 자동차가 과속으로 달렸다.
T06009	1		아무것도 먹지 않으면 죽어.
T06009	0	*	아무것도 좀 먹지 않으면 죽어.
T06010	1		담배를 정부가 수입을 했다.
T06012	1		김 교수가 원자핵을 연구한다.
T06012	0	*	김 교수의 원자핵의 연구한다.
T06013	1		영희가 어느 당을 지지했다고?
T06013	0	*	영희가 어느 당을 지지했다.
T06014	1		민호의 부모님이 그를 방문했다.
T06014	0	*	그를 민호의 부모님이 방문했다.
T06015	1		철수가 머리가 아프다.
T06015	0	*	철수 머리가 아프다.
T06016	1		책상에 먼지가 앉았다.
T06016	0	?*	책상에 파리와 먼지가 앉았다.
T06018	1		적군이 도시를 파괴를 했다.
T06018	0	*	적군의 도시의 파괴를 했다. 
T06020	1		동현이가 윤아가 이겼다고 말했다.
T06020	0	*	동현이가 윤아가 이겼다는 말 했다.
T06021	1		철수가 교수님께, 어제 세 분께 책을 드렸다.
T06021	0	*	철수가 교수님께, 세 분께 책을 드렸다.
T06022	1		영희는 학생 세 명 보았다.
T06022	0	*	학생, 영희는 세 명 보았다.
T06023	1		철수가 트럭에 한 통의 물을 실었다.
T06023	0	*	철수가 트럭을 한 통의 물로 실었다.
T06025	1		2시간을 철수가 공부한다.
T06025	0	*	2시간에 철수가 공부한다.
T06026	1		내가 잃어버린 책은 햄릿이다.
T06026	0	*	내가 잃어버리던 책은 햄릿이다.
T06027	0	*	사과가 내가 좋다. 
T06028	1		영희가 그 책을 안 읽지는 않았다.
T06028	0	*	영희가 그 책을 읽었기는 했다.
T06029	1		학생 한 명이 예쁘다.
T06029	0	*	학생 한 명 예쁘다.
T06030	0	?	축구를 철수가 그리고 지훈이가 농구를 좋아한다.
T06031	1		여자가 술을 세 명이 마신다.
T06032	1		순이의 어머니가 시장에 가셨다.
T06032	0	*	순이가 어머니가 시장에 가셨다.
T06033	1		정부가 담배를 공식적으로 수입을 했다.
T06033	0	*	정부가 담배를 공식적인 수입을 했다.
T06035	1		동현이가 누구에게 편지했냐?
T06035	0	*	동현이가 누구 편지했냐?
T06036	1		내가 읽고 있던 책은 햄릿이다.
T06036	0	*	내가 읽고 있은 책은 햄릿이다.
T06037	1		내가 사과를 세 개를 먹었다.
T06037	0	*	내가 사과의 세 개를 먹었다.
T06039	1		철수가 침대에서 잔다.
T06039	0	*	철수가 침대 잔다.
T06043	1		철수가 영희의 목소리를 들었다.
T06046	1		철수가 누구와 무엇을 좋아하니?
T06046	0	*	철수가 누구 무엇을 좋아하니?
T06047	1		너는 누구의 동생을 보았니?
T06047	0	*	누구의 너는 동생을 보았니?
T06048	0	*	한국이 큰 발전이 되었다.
T06051	1		그는 순이에게 웃어 주었다.
T06051	0	??	그는 순이에게 웃었다.
T06054	1		아무것도 영희는 철수가 샀다고 믿지 않았다.
T06055	0	*	네가 보니 현이가 가더라.
T06056	1		철수가 고향이 그리운 것 같다.
T06056	0	?*	철수가 고향이 그립다.
T06058	1		철수가 집에 도착했을 때, 전화했었다.
T06058	0	*	철수가 집에 도착했으면, 전화했었다.
T06059	1		그 책을 누가 읽었니?
T06060	1		잘 안 갔다.
T06060	0	*	안 잘 갔다.
T06062	1		김 반장이 누구에게나 이웃을 소개했다.
T06062	0	*	김 반장이 이웃을 누구에게나 소개했다.
T06064	1		영희가 아무도 행복하다고 믿지 않았다.
T06064	0	*	영희가 아무도 돈을 훔쳤다고 믿지 않았다.
T06065	1		어머니가 윤아가 책을 읽었다고 믿으셨다.
T06065	0	*	어머니가 수가 책을 읽으셨다고 믿었다.
T06066	1		동생을 철수가 때린다.
T06066	0	*	동생이 철수가 때린다.
T06067	1		순이는 어제 시험을 포기해버렸다.
T06067	0	*	시험을 포기한 것이 순이가 어제 버린 것이다.
T06068	1		철수의 선생이 영희에게 그를 소개했다.
T06068	0	*	그가 영희에게 철수의 선생을 소개했다. 
T06069	1		나는 아버지께서 집에 가시기를 원하다.
T06069	0	*	나는 아버지께서 집에 가기를 원하다.
T06070	1		철수가 아직 가지 않았니?
T06070	0	*	철수가 아직 갔지 않니?
T06072	1		철수가 입자 이론을 연구했다.
T06072	0	*	철수가 입자 이론의 연구했다.
T06073	1		동현이가 윤아를 서울에서밖에 만나지 않았다.
T06073	0	*	동현이가 윤아를 서울밖에 만나지 않았다.
T06075	1		영희가 민호의 사진을 그에게 보여주었다.
T06075	0	*	영희가 그에게 민호의 사진을 보여주었다.
T06076	1		누구나가 자기의 엄마를 미워한다.
T06076	0	*	누구나가 그의 엄마를 미워한다.
T06077	1		동현이가 김 기자의 보도를 믿었다.
T06077	0	*	김 기자의 보도를 모두를 놀라게 했다.
T06078	1		철수는 왼발이 넓다.
T06078	0	*	철수가 왼발이 넓다.
T06079	1		나는 졸린다.
T06079	0	*	영희는 졸린다.
T06080	1		너는 민수가 거기에 왜 간 것으로 생각하니?
T06080	0	*	너는 민수가 거기에 왜 간 것을 아니?
T06081	1		내가 민호의 부모에게 그를 돌려보냈다.
T06081	0	*	내가 그를 민호의 부모에게 돌려보냈다.
T06082	1		철이는 네가 근이가 자신을 미워한다고 생각한다고 믿는다.
T06082	0	*	철이는 네가 자신을 미워한다고 믿는다.
T06083	1		아무라도 좋다.
T06083	0	*	아무도 좋다.
T06084	1		철수가 지훈에게 영희가 먹은 과자를 주었다.
T06085	1		합석조차 철수가 영희와 했다.
T06085	0	*	청소조차 철수가 마루를 했다.
T06086	1		철수가 저녁을 먹고 잤다.
T06086	0	*	철수는 저녁을 먹었고 잤다.
T06087	1		철수가 순이에게까지 돈을 주었다.
T06087	0	*	철수가 순이까지에게 돈을 주었다.
T06088	1		부시 대통령이 인질 문제의 협상차 중동 순방 길에 올랐다.
T06088	0	*	부시 대통령의 인질 문제의 협상차 중동 순방 길에 올랐다.
T06091	1		영희는 철수가 순이밖에 사랑하지 않았다고 생각했다.
T06091	0	*	영희는 철수가 순이밖에 사랑하였다고 생각하지 않았다. 
T06092	1		철수가 낡은 집에서 살아 주었다.
T06092	0	*	철수가 영희를 낡은 집에서 살아 주었다.
T06094	1		철수가 열 시 후에 아침을 먹었다.
T06094	0	*	철수가 열 시 후 아침을 먹었다.
T06095	1		아무라도 사랑해본 사람은 이별의 고통을 안다.
T06095	0	*	아무도 사랑해본 사람은 이별의 고통을 안다.
T06097	1		철수는 토끼를 어제 잡아 보았다.
T06097	0	*	철수는 토끼를 잡아 어제 보았다.
T06098	1		순이에게 철수에 의해서 책이 주어졌다.
T06099	1		돌이가 순희가 보았다고 말했다.
T06099	0	?*	돌이가 순희를 보았다고 말했다.
T06101	1		김 씨, 당신도 가오.
T06101	0	*	김 씨, 당신도 가십시오.
T06102	1		점심은 고사하고 아침이라도 먹었니?
T06102	0	*	점심은 고사하고 아침도 먹었니?
T06103	1		내가 그 일을 안 하기가 어렵다.
T06103	0	*	내가 그 일을 안 하였기가 어렵다.
T06105	1		순이가 민수를 때리려고 시도하였다.
T06105	0	*	순이가 민수가 때리려고 시도하였다.
T06108	1		윤아가 이겼다는 것이 모두를 놀라게 했다.
T06108	0	*	윤아가 이겼다고 모두를 놀라게 했다.
T06110	1		누가 그 책을 샀니?
T06110	0	*	누구는 그 책을 샀니?
T06111	1		철수가 무엇과 무엇을 샀어요?
T06111	0	?	철수가 무엇과요 무엇을 샀어요?
T06112	1		순이의 연필이 길다.
T06112	0	*	순이가 연필이 길다.
T06113	1		철수가 동생이 경찰에 잡혔다.
T06113	0	*	철수가 동생을 경찰에 잡혔다.
T06114	0	*	영희가 그를 철수의 사촌에게 소개했다.
T06115	0	*	철수가 그 사건을 조사 철저히 했다.
T06116	1		철수가 영희의 예쁜 손을 붙잡았다.
T06116	0	*	철수가 영희를 예쁜 손을 붙잡았다.
T06118	1		아버님께서 바쁘시기는 하다.
T06118	0	?*	아버님께서 바쁘기는 하시다.
T06119	1		누구를 순희는 아무도 초대하지 않았는지 안다.
T06119	0	*	순희는 아무도 누구를 초대하지 않았는지 안다.
T06120	1		철수가 다리가 차였다.
T06120	0	*	철수가 차가 차였다.
T06121	1		철수는 아무도 늦었다고 말하지 않았다.
T06122	1		나는 거기 앉아서 아무 책이라도 다 읽었다.
T06122	0	*	나는 거기 앉아서 아무 책도 읽었다. 
T06124	1		철수가 생선을 한 마리 먹었다. 
T06124	0	*	철수가 생선을 속살 먹었다. 
T06125	0	*	그를 영희가 철수의 집에서 만났다.
T06126	1		그는 영희를 그의 침이 마르게 칭찬했다.
T06126	0	*	그는 영희를 그의 침을 마르게 칭찬했다.
T06127	1		학생들을 철수가 영희가 만났다고 말했다.
T06127	0	*	영희가 만났다고 학생들을 철수가 말했다.
T06128	1		윤아는 노래도 공부도 다 잘한다.
T06128	0	*	윤아는 노래도 공부도 아무것도 잘한다.
T06129	1		달이 매우 밝다.
T06129	0	*	달이 매우 밝는다. 
T06130	1		영희가 철수에게 사과를 주었다.
T06130	0	*	영희가 준 것은 철수에게 사과이다.
T06131	1		아무라도 다 해고한 회사는 모두 기소당하였다. 
T06131	0	*	아무도 해고한 회사는 모두 기소당했다.
T06132	1		날이 밝는다.
T06132	0	*	날이 매우 밝는다.
T06133	1		윤아는 언니와 오빠가 하나도 없다.
T06133	0	?	윤아는 언니와 오빠가 아무도 없다.
T06134	1		철수가 사과를 먹어를 보았다.
T06134	0	*	철수가 사과를 먹어가 보았다. 
T06135	1		연이 하늘을 날았다.
T06135	0	?*	김 씨가 연이 하늘을 날았다.
T06136	1		그 가게는 매우 붐빈다.
T06136	0	*	그 가게는 잘 붐빈다. 
T06137	0	*	철수를 영희 보았어.
T06138	1		그는 영희를 침이 마르도록 칭찬했다.
T06138	0	??	그는 영희를 침이 마르게 칭찬했다.
T06139	1		많이 두드리면, 그곳에 구멍이 난다.
T06139	0	*	많이 두드리면, 그곳에 구멍이 나다.
T06141	1		내가 영호에게 자기의 의자에 앉게 했다.
T06141	0	*	철수가 영호에게 자기가 공원에 가게 했다.
T06143	0	*	나는 집에서 영희 뛴 사실을 몰랐다.
T06144	1		철수가 영희에게 선물 주었다.
T06144	0	*	철수가 주었다, 영희에게 선물.
T06145	1		매우 적은 시간보다 매우 많은 시간을 할당해 봐라.
T06145	0	*	매우 적은 시간보다 더 매우 많은 시간을 할당해 봐라.
T06146	1		철수가 담배를 디스를 샀다.
T06146	0	*?	철수가 담배의 디스를 샀다.
T06147	1		수일이 나에게 순애가 언제 돌아오는지를 물었다.
T06148	1		영희는 철수보다 사과를 더 먹었다.
T06148	0	*	영희는 철수보다 사과를 먹었다.
T06149	1		철수가 녹차를 좋아한다.
T06149	0	*	철수가 녹차가 좋아한다. 
T06150	0	*	철수는 근면하고 있었다. 
T06151	0	*	철수가 아무도에게 인사하지 않았다.
T06152	1		책을 학생이 세 명이 세 권 읽었다. 
T06152	0	??	책을 학생이 세 권 세 명이 읽었다. 
T06153	1		톰은 ((순희가 이기기))를 기대한다.
T06154	0	*	철수는 열 사람이나 오기 전에 떠났다.
T06155	1		많은 학생들이 영희밖에 믿지 않았다.
T06155	0	?/?*	영희밖에 많은 학생들이 믿지 않았다.
T06156	1		내가 신문을 들고 있으면 그것으로 파리를 잡겠다.
T06156	0	??	내가 신문을 들고 있거든 그것으로 파리를 잡겠다.
T06157	1		철수는 책을, 영희는 펜을 그녀의 엄마에게 주었다. 
T06157	0	*	철수는 책을, 영희는 펜을 각각 그녀의 엄마에게 주었다. 
T06159	1		영희가 철수를 다리를 세게 찼다.
T06159	0	*	영희가 다리를 세게 철수를 찼다.
T06161	1		김 박사가 핵물리학과 양자역학의 연구를 하였다.
T06161	0	*	김 박사가 핵물리학과 양자역학 연구를 하였다.
T06162	1		창밖에 눈이 내렸고, 비도 그랬다.
T06162	0	*	창밖에 눈이 내렸고, 비도 창밖에 그랬다.
T06163	1		민호는 순희가 이겼음을 알았다.
T06165	0	*	그 아이에게는들 사람들이 돈을 주었다.
T06166	1		마이크 타이슨에게 한 대 맞았다가는, 바로 죽는다.
T06166	0	#	마이크 타이슨에게 한 대 맞다가는, 바로 죽는다.
T06167	1		배를 건조한 것을 부수었다.
T06167	0	*	배를 건조할 것을 부수었다.
T06168	0	*	그 책을 읽기는 영희가 했다.
T06169	1		김 교수님의 넥타이에가 잉크가 묻으셨다.
T06169	0	*	잉크가 김 교수님의 넥타이에 묻으셨다.
T06170	1		그는 집도 절도 없다.
T06170	0	?	그는 집도 절도 있다.
T06171	1		한 시간 안에 철수가 밥을 부엌에서 준비를 하였다.
T06171	0	*	한 시간 안에 철수가 준비를, 부엌에서 밥을 하였다.
T06172	1		철수는 아무 책도 읽지 않았다.
T06172	0	*	철수는 아무 책이라도 읽지 않았다.
T06173	1		지희가 왔을 때, 영희는 한 시간 동안을 자고 있었다.
T06173	0	?*	지희가 왔을 때, 영희는 한 시간 동안 자고 있었다.
T06174	1		순애가 수일을 만났음을 후회하였다.
T06174	0	*	순애가 수일을 만났음기를 후회하였다.
T06175	0	?*	영희가 예쁘기를 하다.
T06176	1		그 일기예보는 태풍이 오고 있다고 경고했다.
T06176	0	*?	그 일기예보는 태풍이 오고 있다고 경고를 했다.
T06177	1		돌이가 모자를 검은 것을 한 개 샀다.
T06177	0	*?	돌이가 모자를 한 개 검은 것을 샀다.
T06178	1		윤아가 두 시간 동안을 뛰었다.
T06178	0	*	윤아가 두 시간 동안이 뛰었다.
T06179	0	*	순이가 고양이에게 발을 십 초가 물렸다.
T06180	1		내가 이 상황에서 네게 무엇을 줄 수 있겠니?
T06180	0	*	내가 이 상황에서 네게 무엇 줄 수 있겠니?
T06181	1		그는 책을 누구에게든 주었다.
T06181	0	*	그는 책을 누구든에게 주었다.
T06182	1		철수 고양이 때렸어.
T06183	1		여러 종류의 여관들에 내가 머물렀다.
T06183	0	*	여러 종류의 여관들에 내가들 머물렀다.
T06184	1		그는 꽤 걸었다.
T06184	0	*	그는 매우 걸었다.
T06185	1		아무도 시험에 안 떨어졌다.
T06187	1		누가 왜 떠났니?
T06187	0	*	왜 누가 떠났니?
T06188	1		순희가 머리가 길다.
T06188	0	*	순희가 그 머리가 길다.
T06189	1		이 문제는 간단도 하다.
T06190	1		인호는 공원으로 떠났다.
T06190	0	?	인호는 공원에 떠났다.
T06191	1		민수가 친구에게 편지를 세 통을 보냈다.
T06191	0	*	민수가 친구에게 셋에게 편지를 보냈다.
T06192	1		너는 날씨가 풀리거든 가겠냐?
T06192	0	??	철수는 날씨가 풀리거든 가겠냐?
T06193	0	*	영희가 그림을 크레용도 그렸어.
T06194	1		철수는 파란 모자를 사고, 영희는 노란 신발을 샀다.
T06194	0	*	철수는 파란 모자를 사고, 영희는 노란 신발을 사다.
T06195	0	*	철수더러 예쁜 딸이 있다. 
T06196	1		김 교수가 강의실에서 책 필요하다.
T06196	0	*	김 교수가 책 강의실에서 필요하다.
T06197	1		그 남자는 집에 오면 손끝도 까딱하지 않는다.
T06197	0	*	그 남자는 집에 오면 손끝도 까딱한다.
T06198	1		철수가 자기가 그것을 만들기를 시도했다.
T06198	0	*	철수가 자기가 그것을 만들었기를 시도했다.
T06199	0	*	철수가 영희를 만난 것이 공원에서이다.
T06200	1		영희가 편지를 친구에게 썼다.
T06200	0	?*	영희가 편지 친구에게 썼다.
T06201	0	*	나는 누구가 왔든 궁금하다.
T06202	1		어제 읽은 거 신문 어디 뒀어?
T06202	0	*	어제 만난 거 신사 누구야?
T06203	1		철수가 한 시간이 아팠다. 
T06203	0	*	철수가 한 시간을 아팠다. 
T06204	1		그는 아이들이 돌아왔음을 알았다.
T06206	1		누구를 그의 친구가 때렸니?
T06206	0	*	그의 친구가 누구를 때렸니?
T06207	1		책이 두 시간을 읽혀졌다.
T06208	1		영희는 창문을 닦고 있다.
T06208	0	*	영희는 어제 창문을 닦고 있다.
T06209	1		철수는 요즘은 술을 많이 마신다.
T06210	1		영희가 순희에게 철수가 사과를 샀다고 말했다.
T06210	0	*	영희가 순희에게 샀다고 말한 것은 철수가 사과이다.
T06211	1		영희가 영어를 공부하였니?
T06211	0	*	영희는 어제 피곤하였니?
T06212	0	*	철수가 자기의 영화를 안 볼 수 있다.
T06213	1		철수는 절대로 포기하지 않는다.
T06213	0	*	철수는 절대로 포기한다.
T06214	1		순이가 머리가 길다.
T06215	1		그가 양고기를 먹더라.
T06215	0	*	내가 양고기를 먹더라.
T06216	1		철수가 똑똑한 것 같다.
T06216	0	*	철수가 똑똑한 것 정말로 같다.
T06217	1		방에 있는 학생이 무엇인가 찾고 있었다.
T06217	0	*	방에 학생이 무엇인가를 찾고 있었다.
T06218	1		네가 신문을 들고 있으면 그것으로 파리를 잡아라!
T06218	0	??	네가 신문을 들고 있거든 그것으로 파리를 잡아라!
T06219	1		태풍이 그 건물을 파괴했다.
T06219	0	*?	태풍이 그 건물을 파괴를 했다.
T06220	1		철수가 아무 말이 없었다고 생각했다.
T06220	0	*	철수가 아무 말을 없었다고 생각했다.
T06221	1		철수는 학생을 한 명도 만나기 싫어한다.
T06221	0	*	철수는 학생을 한 명도 싫어한다.
T06223	0	*	나는 철수까지에게 책을 주었다.
T06224	1		쥐가 고양이에게 먹혔다.
T06224	0	*	쥐가 고양이에 의해 먹혔다.
T06225	1		철수가 잡히기는 잡혔다.
T06225	0	*	철수가 잡기는 잡혔다.
T06226	1		개가 배가 홀쭉하거든 밥을 주어라.
T06226	0	??	개가 배가 고프거든 밥을 주어라. 
T06227	1		내가 지수 만났다.
T06227	0	*	내가 지수가 만났다.
T06228	1		철수가 기뻐하고 있다.
T06228	0	??	철수가 기쁘고 있다. 
T06229	1		제발 집에 없어라.
T06229	0	?	제발 집에 없어.
T06230	1		매우 빠르게보다는 매우 느리게 해 봐라.
T06230	0	*	매우 빠르게보다는 더 매우 느리게 해 봐라.
T06231	1		철수가 재밌는 책은 빨리 크게 읽었다.
T06231	0	?	철수가 빨리 크게 재밌는 책은 읽었다.
T06232	1		나는 경찰이 도둑을 잡았다고 생각한다.
T06232	0	*	나는 경찰을 도둑을 잡았다고 생각한다.
T06233	1		표정이 밝냐 싶다.
T06233	0	*	표정이 밝는가 싶다.
T06234	1		엄마가 아이를 손을 씻겼다.
T06234	0	*	엄마가 아이에게 손을 씻겼다.
T06235	1		영희가 철수를 만났음.
T06235	0	*	영희의 철수를 만났음.
T06236	1		새집에 살아요.
T06236	0	?	새집을 살아요.
T06238	0	??	영희가 책을 촘스키에 관한 책을 재밌는 책을 읽었다.
T06239	1		철수가 안 오기는 안 왔다.
T06239	0	*	철수가 안 오기는 왔다.
T06240	1		철수를 자신의 엄마가 동수가 때렸다고 믿는다.
T06240	0	*	자신의 엄마가 동수가 철수를 때렸다고 믿는다.
T06241	1		어디서 언제 철수는 요리한 고기가 맛있다고 생각하니?
T06241	0	?	어디서 철수는 요리한 고기가 맛있다고 생각하니?
T06242	1		철수가 쇠를 오랫동안을 불에서 달구었다.
T06242	0	*	철수가 쇠를 오랫동안이 불에서 달구었다.
T06243	1		우리 학교 앞에 서점이 많다.
T06243	0	*	우리 학교의 앞에 서점이 많다.
T06244	1		김 교수가 어떤 책을 집필을 하였다.
T06244	0	*	김 교수가 어떤 책의 집필을 하였다.
T06245	1		학생이 한 명 맥주를 마신다.
T06245	0	*	학생이 맥주를 한 명 마신다. 
T06246	1		토끼가 깡충 뛰었다.
T06246	0	*	토끼가 깡충 올랐다.
T06247	1		책을 나는 영희가 재밌는 것을 어떤 것도 읽지 않았다고 생각한다.
T06248	0	*	대출 금리를 그 은행 인하할 예정이다. 
T06249	1		어떤 학생이 모든 선생님을 좋아한다.
T06249	0	*	모든 선생님을 어떤 학생이 좋아한다.
T06250	1		시끄럽게 떠든 사람은 철수의 형이 아니었다.
T06250	0	*	시끄럽게 떠든 사람은 철수의 형이 이었다.
T06251	1		여름이 맥주가 맛이 좋다.
T06251	0	*	맛이 맥주가 여름이 좋다.
T06252	1		윤아가 뛰지를 않았다.
T06252	0	*	윤아가 뛰지가 않았다.
T06253	1		지훈이 빵을 아이에게 먹히게 했다.
T06253	0	*	지훈이가 빵을 아이에게 먹이혔다.
T06254	1		걔, 좋아하는 과목은 수학이야.
T06254	0	??	걔는 좋아하는 과목 수학이야.
T06255	1		영희가 예쁘기는 했다.
T06255	0	*	영희가 예뻤기는 하다.
T06256	1		아무도 철수를 안 만났었다.
T06257	1		밥을 안 먹기는 안 먹었다.
T06257	0	*	밥을 안 먹기는 먹었다.
T06258	1		돌이가 생선의 뼈를 발라냈다.
T06258	0	*?	돌이가 생선을 뼈 발라냈다.
T06260	1		하이에나가 모여들었다.
T06260	0	*	하이에나들이 모여들었다.
T06261	1		의사가 순애에게 단식할 것을 제안하였다.
T06261	0	*	의사가 순애에게 단식함을 제안하였다.
T06262	1		여당 의원들과 야당 의원들이 지역별로 의견이 나눠졌다.
T06262	0	*	여당 의원과 야당 의원이 지역별로 의견이 나눠졌다.
T06263	1		세 명의 학생은 왔니?
T06263	0	??	세 명의 학생 왔니?
T06265	1		나는 가난한 학생이다.
T06265	0	*	나는 가난하게 학생이다.
T06267	1		순희가 꽃의, 돌이가 나무의 가시를 잘랐다.
T06267	0	*	순희가 꽃의, 장미의 가시를 잘랐다.
T06268	1		철수는 지금 많은 돈이 있다.
T06268	0	*	철수는 지금 많은 돈이 있는다.
T06270	1		혜미가 그 그림을 완성했다.
T06271	1		영희가 철수를 다리를 찼다.
T06271	0	*	영희가 철수를 차를 찼다.
T06272	1		누구를 순이는 그의 누이가 보았다고 생각하니?
T06272	0	?*	누구를 그 친구의 누이는 순이가 보았다고 생각하니?
T06273	1		인호는 형이 부자이다.
T06273	0	*?	인호는 형이 맥주를 열 병 마셨다.
T06274	1		그 남자, 영희가 어제 집에서 만났다.
T06275	1		순이가 개에게 발을 두 번을 물렸다.
T06275	0	*	순이가 개에게 발을 두 번이 물렸다.
T06276	1		저 사람, 여자가 아니라 남자야.
T06276	0	*	저 사람, 여자가 아닌데 남자야. 
T06277	1		철수가 담배를 디스를 한 갑 샀다.
T06277	0	*?	철수가 담배를 한 갑 디스를 샀다.
T06278	1		아빠가 집에 책을 사 오셨는데, 엄마도 그러셨다.
T06278	0	*	아빠가 집에 책을 사 오셨는데, 엄마도 집에 그러셨다.
T06279	1		지나는 아무 돈도 없다.
T06279	0	*	진아는 여간 많은 돈이 없다.
T06282	1		누구를 그의 누이가 좋아하니?
T06282	0	?*	그의 누이가 누구를 좋아하니?
T06283	1		책은 철수가 빨리 읽었다.
T06283	0	??	철수가 빨리 책은 읽었다.
T06284	1		아무 책이라도 읽은 모든 학생들은 합격했다.
